Number Of Letters,Number of Sentences,Number of Tokens,Number of Unique Words,Number of syllables,Number of Tokens with More Than 2 Syllables,Mean Sentence Length in Letters,Mean Sentence Length in Syllables,Mean Sentence Length in Tokens,Number of Word Tokens (excluding punctuation and numbers),Number of Word Tokens (including Punctuation and Numbers),Number of Word Types,Number of Word Types (excluding Punctuation and numbers),Number of Word Types (including Punctuation and Numbers),Number of Word Types with More Than 2 Syllables,Percentage of Tokens with More Than 2 Syllables,Percentage of Word Types with More Than 2 Syllables,Proficiency
315,7,86,29,135,38,45,19.2857142857143,12.2857142857143,86,96,49,49,54,29,0.441860465116279,0.568627450980392,1
467,7,123,45,204,54,66.7142857142857,29.1428571428571,17.5714285714286,123,139,64,64,66,44,0.439024390243902,0.676923076923077,1
456,6,101,47,197,57,76,32.8333333333333,16.8333333333333,101,120,68,68,73,47,0.564356435643564,0.652777777777778,1
342,9,93,37,152,51,38,16.8888888888889,10.3333333333333,93,101,54,54,55,39,0.548387096774194,0.684210526315789,1
218,7,56,31,99,27,31.1428571428571,14.1428571428571,8,56,69,38,39,43,24,0.482142857142857,0.6,1
381,5,100,51,171,46,76.2,34.2,20,100,106,62,62,64,44,0.46,0.6875,1
351,6,87,45,161,51,58.5,26.8333333333333,14.5,87,97,59,60,62,47,0.586206896551724,0.770491803278688,1
593,14,152,55,255,76,42.3571428571429,18.2142857142857,10.8571428571429,152,177,75,77,79,52,0.5,0.626506024096386,1
403,5,105,50,182,51,80.6,36.4,21,105,119,64,64,68,45,0.485714285714286,0.671641791044776,1
339,5,91,48,158,46,67.8,31.6,18.2,91,103,61,61,66,42,0.505494505494505,0.67741935483871,1
501,10,125,52,217,68,50.1,21.7,12.5,125,139,74,75,79,54,0.544,0.675,1
547,8,134,64,243,73,68.375,30.375,16.75,132,148,83,83,87,64,0.544776119402985,0.711111111111111,1
518,9,138,40,240,69,57.5555555555556,26.6666666666667,15.3333333333333,138,151,68,68,72,51,0.5,0.708333333333333,1
449,7,112,56,198,55,64.1428571428571,28.2857142857143,16,112,127,75,75,79,49,0.491071428571429,0.604938271604938,1
316,5,89,33,149,40,63.2,29.8,17.8,89,103,49,49,53,35,0.449438202247191,0.686274509803922,1
426,10,105,36,181,50,42.6,18.1,10.5,98,124,60,55,64,38,0.476190476190476,0.575757575757576,1
408,10,100,43,174,50,40.8,17.4,10,99,118,60,59,63,41,0.5,0.630769230769231,1
353,4,89,46,156,43,88.25,39,22.25,89,99,58,59,63,41,0.48314606741573,0.683333333333333,1
335,5,89,40,155,37,67,31,17.8,89,96,53,53,55,33,0.415730337078652,0.6,1
332,7,89,36,160,43,47.4285714285714,22.8571428571429,12.7142857142857,89,99,48,49,51,37,0.48314606741573,0.725490196078431,1
402,12,113,40,175,49,33.5,14.5833333333333,9.41666666666667,113,126,60,60,62,35,0.433628318584071,0.555555555555556,1
361,8,89,39,166,42,45.125,20.75,11.125,89,101,53,55,59,35,0.471910112359551,0.603448275862069,1
161,4,43,19,72,20,40.25,18,10.75,43,49,29,29,31,18,0.465116279069767,0.6,1
292,7,63,43,133,39,41.7142857142857,19,9,63,75,51,51,55,37,0.619047619047619,0.711538461538462,1
207,6,47,42,89,27,34.5,14.8333333333333,7.83333333333333,46,57,43,44,48,26,0.574468085106383,0.565217391304348,1
378,5,100,44,170,48,75.6,34,20,100,109,60,60,63,42,0.48,0.666666666666667,1
317,4,82,28,140,46,79.25,35,20.5,77,87,48,44,50,33,0.560975609756098,0.673469387755102,1
342,5,88,44,154,41,68.4,30.8,17.6,87,95,58,57,61,36,0.465909090909091,0.590163934426229,1
412,6,98,50,183,60,68.6666666666667,30.5,16.3333333333333,98,110,65,66,69,52,0.612244897959184,0.753623188405797,1
327,6,85,48,149,48,54.5,24.8333333333333,14.1666666666667,85,99,60,60,62,45,0.564705882352941,0.714285714285714,1
360,7,103,47,171,47,51.4285714285714,24.4285714285714,14.7142857142857,103,110,60,60,61,44,0.456310679611651,0.698412698412698,1
337,7,89,45,158,45,48.1428571428571,22.5714285714286,12.7142857142857,89,98,57,57,59,40,0.50561797752809,0.701754385964912,1
362,6,96,32,159,44,60.3333333333333,26.5,16,96,108,50,50,54,33,0.458333333333333,0.634615384615385,1
308,9,84,36,141,39,34.2222222222222,15.6666666666667,9.33333333333333,84,98,49,50,53,36,0.464285714285714,0.679245283018868,1
399,6,105,37,179,55,66.5,29.8333333333333,17.5,105,118,52,53,55,37,0.523809523809524,0.685185185185185,1
289,7,74,33,130,35,41.2857142857143,18.5714285714286,10.5714285714286,74,87,47,47,50,31,0.472972972972973,0.607843137254902,1
354,4,93,50,162,45,88.5,40.5,23.25,93,102,60,60,62,40,0.483870967741935,0.645161290322581,1
361,6,81,48,161,48,60.1666666666667,26.8333333333333,13.5,81,91,60,60,65,45,0.592592592592593,0.75,1
1217,10,281,89,521,140,121.7,52.1,28.1,281,320,133,134,140,107,0.498220640569395,0.76978417266187,1
770,12,186,81,333,87,64.1666666666667,27.75,15.5,180,212,108,104,115,73,0.467741935483871,0.657657657657658,1
531,6,127,57,230,66,88.5,38.3333333333333,21.1666666666667,127,150,78,78,84,55,0.519685039370079,0.6875,1
795,5,180,78,330,100,159,66,36,180,207,106,107,111,79,0.555555555555556,0.699115044247788,1
782,9,187,81,346,100,86.8888888888889,38.4444444444444,20.7777777777778,187,202,109,110,115,87,0.53475935828877,0.756521739130435,1
1258,16,309,112,540,148,78.625,33.75,19.3125,306,361,157,157,165,113,0.478964401294498,0.653179190751445,1
696,10,161,66,296,89,69.6,29.6,16.1,161,185,97,97,101,71,0.552795031055901,0.71,1
684,9,160,65,304,93,76,33.7777777777778,17.7777777777778,157,192,96,93,101,69,0.58125,0.69,1
587,7,140,67,259,83,83.8571428571429,37,20,140,172,89,89,94,67,0.592857142857143,0.720430107526882,1
896,10,197,76,397,109,89.6,39.7,19.7,197,239,107,110,114,88,0.553299492385787,0.758620689655172,1
571,4,127,68,251,79,142.75,62.75,31.75,127,144,87,88,92,68,0.622047244094488,0.755555555555556,1
719,4,168,66,324,104,179.75,81,42,166,200,96,99,104,79,0.619047619047619,0.738317757009346,1
721,7,171,72,334,95,103,47.7142857142857,24.4285714285714,170,216,100,99,105,77,0.555555555555556,0.747572815533981,1
496,5,121,42,227,71,99.2,45.4,24.2,121,135,64,64,66,49,0.586776859504132,0.742424242424242,1
676,10,169,68,300,86,67.6,30,16.9,167,192,92,92,100,69,0.50887573964497,0.704081632653061,1
281,6,75,23,134,39,46.8333333333333,22.3333333333333,12.5,75,100,36,37,42,25,0.52,0.609756097560976,1
781,11,203,80,358,106,71,32.5454545454545,18.4545454545455,200,228,107,107,114,84,0.522167487684729,0.711864406779661,1
553,10,138,50,256,82,55.3,25.6,13.8,138,175,73,73,78,59,0.594202898550725,0.786666666666667,1
858,7,203,80,378,109,122.571428571429,54,29,203,241,105,108,114,83,0.536945812807882,0.747747747747748,1
951,13,236,83,421,129,73.1538461538462,32.3846153846154,18.1538461538462,233,284,123,122,134,98,0.546610169491525,0.75968992248062,1
586,8,128,64,252,77,73.25,31.5,16,128,196,88,89,96,63,0.6015625,0.684782608695652,1
606,9,151,51,270,80,67.3333333333333,30,16.7777777777778,151,180,75,77,81,60,0.529801324503311,0.714285714285714,1
531,8,131,74,229,66,66.375,28.625,16.375,130,159,89,89,95,63,0.50381679389313,0.692307692307692,1
664,12,147,75,294,85,55.3333333333333,24.5,12.25,147,165,97,97,102,74,0.578231292517007,0.725490196078431,1
799,10,211,74,358,102,79.9,35.8,21.1,209,258,108,109,116,81,0.483412322274882,0.716814159292035,1
572,9,126,52,243,72,63.5555555555556,27,14,126,140,76,76,80,57,0.571428571428571,0.703703703703704,1
497,10,126,47,219,61,49.7,21.9,12.6,125,145,69,69,77,48,0.484126984126984,0.648648648648649,1
928,18,213,81,403,119,51.5555555555556,22.3888888888889,11.8333333333333,210,247,118,116,124,91,0.55868544600939,0.722222222222222,1
533,7,118,62,242,68,76.1428571428571,34.5714285714286,16.8571428571429,118,137,80,80,85,63,0.576271186440678,0.732558139534884,1
558,9,158,54,262,72,62,29.1111111111111,17.5555555555556,158,174,74,78,80,57,0.455696202531646,0.695121951219512,1
1275,12,309,101,567,170,106.25,47.25,25.75,307,338,151,150,156,121,0.550161812297735,0.775641025641026,1
705,7,188,73,326,90,100.714285714286,46.5714285714286,26.8571428571429,188,215,98,100,105,74,0.478723404255319,0.732673267326733,1
347,4,94,37,157,46,86.75,39.25,23.5,94,106,56,57,61,37,0.48936170212766,0.616666666666667,1
831,18,202,81,376,115,46.1666666666667,20.8888888888889,11.2222222222222,202,255,111,112,120,90,0.569306930693069,0.756302521008403,1
718,7,146,82,316,84,102.571428571429,45.1428571428571,20.8571428571429,145,171,98,98,105,78,0.575342465753425,0.772277227722772,1
827,15,211,59,365,114,55.1333333333333,24.3333333333333,14.0666666666667,210,254,95,95,102,69,0.540284360189573,0.676470588235294,1
956,10,238,84,421,131,95.6,42.1,23.8,236,273,124,124,131,93,0.550420168067227,0.709923664122137,1
611,10,152,63,277,88,61.1,27.7,15.2,152,185,87,88,93,66,0.578947368421053,0.725274725274725,1
1392,17,376,99,654,182,81.8823529411765,38.4705882352941,22.1176470588235,376,458,142,144,152,121,0.484042553191489,0.812080536912752,1
879,10,197,94,398,106,87.9,39.8,19.7,192,226,122,118,128,91,0.538071065989848,0.728,1
649,9,164,63,291,80,72.1111111111111,32.3333333333333,18.2222222222222,162,183,87,87,94,62,0.48780487804878,0.666666666666667,1
813,11,196,83,356,110,73.9090909090909,32.3636363636364,17.8181818181818,190,220,114,112,121,92,0.561224489795918,0.741935483870968,1
967,19,244,79,434,135,50.8947368421053,22.8421052631579,12.8421052631579,243,272,114,115,120,90,0.55327868852459,0.731707317073171,1
1806,22,453,158,805,220,82.0909090909091,36.5909090909091,20.5909090909091,449,524,215,217,229,177,0.485651214128035,0.746835443037975,1
742,11,191,71,323,93,67.4545454545455,29.3636363636364,17.3636363636364,188,213,103,101,109,74,0.486910994764398,0.660714285714286,1
577,6,122,71,257,72,96.1666666666667,42.8333333333333,20.3333333333333,122,136,86,87,91,65,0.590163934426229,0.722222222222222,1
847,9,193,80,370,110,94.1111111111111,41.1111111111111,21.4444444444444,193,222,106,107,113,80,0.569948186528497,0.720720720720721,1
777,8,161,76,346,102,97.125,43.25,20.125,161,195,102,102,108,85,0.633540372670807,0.80188679245283,1
543,10,127,52,251,75,54.3,25.1,12.7,127,153,70,72,76,53,0.590551181102362,0.716216216216216,1
613,11,134,58,267,84,55.7272727272727,24.2727272727273,12.1818181818182,133,150,83,82,87,63,0.626865671641791,0.741176470588235,1
580,9,141,63,259,71,64.4444444444444,28.7777777777778,15.6666666666667,141,162,80,84,88,60,0.50354609929078,0.681818181818182,1
699,9,189,57,330,92,77.6666666666667,36.6666666666667,21,189,241,82,83,89,59,0.486772486772487,0.694117647058824,1
523,8,116,49,226,60,65.375,28.25,14.5,115,132,68,67,73,50,0.517241379310345,0.666666666666667,1
384,10,104,41,181,59,38.4,18.1,10.4,104,130,55,58,63,37,0.567307692307692,0.60655737704918,1
800,7,194,74,362,113,114.285714285714,51.7142857142857,27.7142857142857,193,234,106,107,113,81,0.582474226804124,0.710526315789474,1
1002,9,255,80,438,132,111.333333333333,48.6666666666667,28.3333333333333,250,305,126,122,135,93,0.517647058823529,0.709923664122137,1
464,6,114,53,206,59,77.3333333333333,34.3333333333333,19,114,147,71,72,79,52,0.517543859649123,0.693333333333333,1
528,5,117,55,223,73,105.6,44.6,23.4,117,138,76,77,82,52,0.623931623931624,0.658227848101266,1
936,9,204,82,413,128,104,45.8888888888889,22.6666666666667,204,240,115,115,120,92,0.627450980392157,0.754098360655738,1
462,6,112,33,197,60,77,32.8333333333333,18.6666666666667,101,134,62,56,67,45,0.535714285714286,0.652173913043478,1
516,6,124,53,233,65,86,38.8333333333333,20.6666666666667,124,144,69,70,74,52,0.524193548387097,0.712328767123288,1
810,10,189,52,346,102,81,34.6,18.9,188,218,90,89,95,67,0.53968253968254,0.697916666666667,1
702,9,155,63,312,89,78,34.6666666666667,17.2222222222222,155,179,90,90,94,68,0.574193548387097,0.731182795698925,1
792,13,194,78,361,111,60.9230769230769,27.7692307692308,14.9230769230769,194,228,103,105,110,83,0.572164948453608,0.754545454545455,1
1171,17,300,97,522,160,68.8823529411765,30.7058823529412,17.6470588235294,299,328,146,145,151,117,0.533333333333333,0.774834437086093,1
629,8,144,69,272,82,78.625,34,18,144,167,92,92,98,67,0.569444444444444,0.690721649484536,1
401,6,107,41,193,50,66.8333333333333,32.1666666666667,17.8333333333333,107,127,56,57,61,41,0.467289719626168,0.706896551724138,1
477,6,99,50,216,65,79.5,36,16.5,99,110,67,67,72,54,0.656565656565657,0.782608695652174,1
601,3,150,71,271,80,200.333333333333,90.3333333333333,50,150,173,89,91,96,63,0.533333333333333,0.692307692307692,1
2447,26,565,175,1085,330,94.1153846153846,41.7307692307692,21.7307692307692,561,644,249,248,258,214,0.584070796460177,0.810606060606061,1
1183,12,283,99,521,151,98.5833333333333,43.4166666666667,23.5833333333333,283,314,145,145,151,113,0.53356890459364,0.753333333333333,1
1537,9,347,103,700,176,170.777777777778,77.7777777777778,38.5555555555556,347,390,150,151,156,126,0.507204610951009,0.802547770700637,1
1300,11,324,106,575,171,118.181818181818,52.2727272727273,29.4545454545455,324,365,153,155,160,122,0.527777777777778,0.748466257668712,1
1126,11,259,106,514,142,102.363636363636,46.7272727272727,23.5454545454545,259,285,145,146,150,116,0.548262548262548,0.758169934640523,1
736,5,164,82,310,93,147.2,62,32.8,164,183,103,104,111,84,0.567073170731707,0.777777777777778,1
735,6,167,89,332,98,122.5,55.3333333333333,27.8333333333333,167,194,113,113,120,84,0.586826347305389,0.724137931034483,1
1110,9,255,105,471,127,123.333333333333,52.3333333333333,28.3333333333333,253,283,140,139,146,104,0.498039215686275,0.702702702702703,1
2080,24,462,171,913,261,86.6666666666667,38.0416666666667,19.25,462,516,227,229,238,197,0.564935064935065,0.824267782426778,1
1628,12,337,143,713,180,135.666666666667,59.4166666666667,28.0833333333333,337,379,179,181,189,151,0.534124629080119,0.794736842105263,1
1409,9,285,126,623,150,156.555555555556,69.2222222222222,31.6666666666667,281,315,159,160,167,127,0.526315789473684,0.760479041916168,1
1001,16,214,103,442,113,62.5625,27.625,13.375,205,244,134,125,139,102,0.52803738317757,0.75,1
4872,35,1098,392,2184,550,139.2,62.4,31.3714285714286,1091,1240,490,488,506,439,0.500910746812386,0.845857418111753,1
1101,9,255,88,499,128,122.333333333333,55.4444444444444,28.3333333333333,254,280,123,125,131,101,0.501960784313725,0.765151515151515,1
1838,51,492,153,802,244,36.0392156862745,15.7254901960784,9.64705882352941,489,630,228,228,239,175,0.495934959349593,0.697211155378486,1
1626,25,384,141,717,201,65.04,28.68,15.36,383,503,190,193,204,164,0.5234375,0.762790697674419,1
954,19,247,70,415,121,50.2105263157895,21.8421052631579,13,247,296,105,105,111,85,0.489878542510121,0.739130434782609,1
818,11,220,69,360,104,74.3636363636364,32.7272727272727,20,220,259,105,105,112,75,0.472727272727273,0.675675675675676,1
619,11,155,81,275,77,56.2727272727273,25,14.0909090909091,155,184,100,101,105,70,0.496774193548387,0.666666666666667,1
955,12,250,86,425,119,79.5833333333333,35.4166666666667,20.8333333333333,250,303,119,121,128,86,0.476,0.651515151515151,1
826,7,202,74,367,108,118,52.4285714285714,28.8571428571429,202,233,105,105,110,80,0.534653465346535,0.727272727272727,1
696,10,175,82,317,94,69.6,31.7,17.5,175,218,102,103,107,81,0.537142857142857,0.723214285714286,1
1461,19,335,121,651,187,76.8947368421053,34.2631578947368,17.6315789473684,334,374,175,175,181,141,0.558208955223881,0.762162162162162,1
599,6,153,50,260,79,99.8333333333333,43.3333333333333,25.5,153,172,77,77,82,53,0.516339869281046,0.6625,1
1025,21,261,97,458,132,48.8095238095238,21.8095238095238,12.4285714285714,261,291,138,138,143,101,0.505747126436782,0.687074829931973,1
1447,18,352,90,632,183,80.3888888888889,35.1111111111111,19.5555555555556,352,398,151,151,158,116,0.519886363636364,0.729559748427673,1
666,21,172,65,285,89,31.7142857142857,13.5714285714286,8.19047619047619,162,210,103,95,110,64,0.517441860465116,0.576576576576577,1
365,7,104,45,166,48,52.1428571428571,23.7142857142857,14.8571428571429,104,115,61,61,65,39,0.461538461538462,0.609375,1
674,9,160,73,298,91,74.8888888888889,33.1111111111111,17.7777777777778,157,171,97,95,101,74,0.56875,0.732673267326733,1
808,10,194,91,359,107,80.8,35.9,19.4,194,211,119,120,127,90,0.551546391752577,0.737704918032787,1
316,4,83,43,143,40,79,35.75,20.75,82,95,56,56,61,37,0.481927710843373,0.616666666666667,1
318,4,72,44,143,43,79.5,35.75,18,71,83,55,54,60,40,0.597222222222222,0.701754385964912,1
477,5,118,59,211,60,95.4,42.2,23.6,117,135,76,76,82,54,0.508474576271186,0.683544303797468,1
761,6,180,84,339,100,126.833333333333,56.5,30,177,201,109,109,118,83,0.555555555555556,0.728070175438597,1
535,7,130,64,229,73,76.4285714285714,32.7142857142857,18.5714285714286,129,156,86,85,93,62,0.561538461538462,0.704545454545455,1
485,7,121,70,211,62,69.2857142857143,30.1428571428571,17.2857142857143,118,130,85,83,91,61,0.512396694214876,0.67032967032967,1
739,11,174,84,319,93,67.1818181818182,29,15.8181818181818,174,227,110,112,119,76,0.53448275862069,0.666666666666667,1
663,6,160,72,289,81,110.5,48.1666666666667,26.6666666666667,160,184,93,94,100,69,0.50625,0.704081632653061,1
271,7,63,30,120,42,38.7142857142857,17.1428571428571,9,63,70,42,42,43,29,0.666666666666667,0.659090909090909,1
465,7,113,54,197,58,66.4285714285714,28.1428571428571,16.1428571428571,112,138,72,72,78,48,0.513274336283186,0.631578947368421,1
376,6,85,50,162,44,62.6666666666667,27,14.1666666666667,85,99,58,59,64,42,0.517647058823529,0.7,1
275,4,62,38,120,34,68.75,30,15.5,62,71,46,46,51,31,0.548387096774194,0.659574468085106,1
399,11,84,49,181,53,36.2727272727273,16.4545454545455,7.63636363636364,84,101,59,61,65,47,0.630952380952381,0.723076923076923,1
580,8,151,52,263,71,72.5,32.875,18.875,148,162,77,76,81,51,0.470198675496689,0.621951219512195,1
1283,25,327,97,584,163,51.32,23.36,13.08,321,369,151,148,158,114,0.498470948012232,0.690909090909091,1
1682,25,393,125,751,230,67.28,30.04,15.72,393,438,180,181,184,149,0.585241730279898,0.756345177664975,1
1105,13,237,107,500,148,85,38.4615384615385,18.2307692307692,236,267,145,144,148,115,0.624472573839662,0.751633986928105,1
1034,16,250,94,462,136,64.625,28.875,15.625,250,285,133,134,138,101,0.544,0.742647058823529,1
1135,14,253,105,509,149,81.0714285714286,36.3571428571429,18.0714285714286,253,284,140,141,146,112,0.588932806324111,0.756756756756757,1
907,13,232,90,410,114,69.7692307692308,31.5384615384615,17.8461538461538,230,266,130,129,134,91,0.491379310344828,0.684210526315789,1
1017,16,234,101,456,135,63.5625,28.5,14.625,234,271,136,137,142,111,0.576923076923077,0.776223776223776,1
995,15,230,101,432,117,66.3333333333333,28.8,15.3333333333333,223,269,140,134,147,98,0.508695652173913,0.662162162162162,1
515,8,126,60,231,67,64.375,28.875,15.75,126,136,78,79,84,56,0.531746031746032,0.674698795180723,1
545,10,131,53,240,66,54.5,24,13.1,131,141,76,76,78,53,0.50381679389313,0.688311688311688,1
888,15,204,92,378,113,59.2,25.2,13.6,204,226,120,122,128,94,0.553921568627451,0.717557251908397,1
587,10,144,78,266,76,58.7,26.6,14.4,142,160,93,93,100,71,0.527777777777778,0.717171717171717,1
543,9,123,72,234,74,60.3333333333333,26,13.6666666666667,123,136,86,87,92,68,0.601626016260163,0.747252747252747,1
711,9,165,81,323,91,79,35.8888888888889,18.3333333333333,160,181,108,104,114,79,0.551515151515152,0.705357142857143,1
807,13,202,85,386,111,62.0769230769231,29.6923076923077,15.5384615384615,202,231,109,110,115,87,0.54950495049505,0.756521739130435,1
